Date,Open,High,Low,Close,Adjusted_close,Volume
2021-10-26|01:00:00,1545.60,1550.58,1536.97,1543.09,1543.09,31155.00
2021-10-26|02:00:00,1543.15,1550.65,1538.15,1541.55,1541.55,28466.00
2021-10-26|03:00:00,1541.24,1552.18,1536.06,1537.50,1537.50,32234.00
2021-10-26|04:00:00,1535.23,1542.14,1517.54,1523.47,1523.47,39317.00
2021-10-26|05:00:00,1523.08,1538.58,1521.33,1534.29,1534.29,17760.00
2021-10-26|06:00:00,1534.09,1542.03,1533.26,1538.26,1538.26,22333.00
2021-10-26|07:00:00,1541.53,1547.85,1538.60,1544.67,1544.67,52506.00
2021-10-26|08:00:00,1544.66,1544.66,1544.66,1544.66,1544.66,28138.00
2021-10-27|01:00:00,1543.78,1549.00,1529.79,1548.03,1548.03,19017.00
2021-10-27|02:00:00,1548.37,1548.37,1519.27,1519.99,1519.99,34000.00
2021-10-27|03:00:00,1520.82,1530.76,1517.34,1520.21,1520.21,43893.00
2021-10-27|04:00:00,1519.96,1520.53,1506.67,1508.84,1508.84,59365.00
2021-10-27|05:00:00,1508.55,1513.89,1505.84,1511.00,1511.00,47883.00
2021-10-27|06:00:00,1510.83,1512.78,1507.19,1508.00,1508.00,24537.00
2021-10-27|07:00:00,1507.41,1510.51,1499.05,1500.45,1500.45,66653.00
2021-10-27|08:00:00,1500.00,1500.00,1499.25,1500.00,1500.00,52230.00
2021-10-28|12:00:00,1500.00,1500.00,1500.00,1500.00,1500.00,100.00
2021-10-28|01:00:00,1497.75,1507.06,1481.88,1502.41,1502.41,48308.00
2021-10-28|02:00:00,1504.80,1515.10,1501.81,1507.25,1507.25,62492.00
2021-10-28|03:00:00,1506.57,1514.22,1506.51,1509.97,1509.97,36930.00
2021-10-28|04:00:00,1511.96,1527.55,1510.64,1522.47,1522.47,37602.00
2021-10-28|05:00:00,1524.00,1528.52,1519.27,1519.42,1519.42,27708.00
2021-10-28|06:00:00,1520.15,1525.66,1518.98,1524.79,1524.79,24129.00
2021-10-28|07:00:00,1525.90,1526.67,1514.10,1515.01,1515.01,86324.00
2021-10-28|08:00:00,1516.87,1516.87,1500.00,1508.76,1508.76,27917.00
2021-10-28|09:00:00,1516.87,1516.87,1516.87,1516.87,1516.87,2684.00
2021-10-29|01:00:00,1504.14,1504.33,1490.88,1500.54,1500.54,37617.00
2021-10-29|02:00:00,1501.37,1501.37,1487.22,1498.00,1498.00,41794.00
2021-10-29|03:00:00,1497.80,1503.53,1493.47,1494.48,1494.48,42567.00
2021-10-29|04:00:00,1494.78,1499.46,1486.84,1495.01,1495.01,46029.00
2021-10-29|05:00:00,1494.62,1496.07,1489.49,1489.71,1489.71,30022.00
2021-10-29|06:00:00,1488.54,1489.36,1478.54,1481.10,1481.10,58138.00
2021-10-29|07:00:00,1482.04,1486.75,1477.48,1479.98,1479.98,112272.00
2021-10-29|08:00:00,1481.02,1481.02,1481.02,1481.02,1481.02,32862.00
2021-11-01|12:00:00,1488.00,1488.00,1488.00,1488.00,1488.00,105.00
2021-11-01|01:00:00,1487.54,1500.00,1478.97,1490.02,1490.02,79122.00
2021-11-01|02:00:00,1490.94,1492.20,1478.36,1480.23,1480.23,78399.00
2021-11-01|03:00:00,1479.96,1485.94,1471.74,1479.13,1479.13,31330.00
2021-11-01|04:00:00,1478.95,1485.61,1476.87,1484.75,1484.75,26770.00
2021-11-01|05:00:00,1483.78,1489.11,1472.97,1477.44,1477.44,30058.00
2021-11-01|06:00:00,1476.75,1480.79,1474.21,1477.17,1477.17,38072.00
2021-11-01|07:00:00,1477.41,1489.19,1475.12,1488.01,1488.01,60254.00
2021-11-01|08:00:00,1489.66,1489.66,1489.50,1489.66,1489.66,16938.00
2021-11-01|10:00:00,1490.01,1490.01,1490.01,1490.01,1490.01,102.00
2021-11-02|01:00:00,1498.25,1498.25,1483.41,1491.23,1491.23,35714.00
2021-11-02|02:00:00,1492.96,1492.96,1481.57,1485.93,1485.93,26206.00
2021-11-02|03:00:00,1488.14,1496.58,1483.74,1487.27,1487.27,28396.00
2021-11-02|04:00:00,1488.65,1500.00,1479.82,1499.19,1499.19,44724.00
2021-11-02|05:00:00,1499.73,1507.00,1495.00,1505.17,1505.17,29923.00
2021-11-02|06:00:00,1505.00,1505.79,1496.13,1501.03,1501.03,40026.00
2021-11-02|07:00:00,1502.60,1509.42,1497.54,1509.07,1509.07,58861.00
2021-11-02|08:00:00,1508.71,1508.71,1508.71,1508.71,1508.71,17808.00
2021-11-02|11:00:00,1510.00,1510.00,1510.00,1510.00,1510.00,157.00
2021-11-03|01:00:00,1522.44,1532.64,1516.64,1521.75,1521.75,45576.00
2021-11-03|02:00:00,1521.86,1523.41,1508.55,1516.60,1516.60,61511.00
